Age,Training_Hours_Per_Week,Performance_Score,Gender,Calories_Required,Height,Weight,Training_Complexity_Range
37,28,4,Female,2667,151,75,Medium
21,11,2,Male,1755,174,98,Medium
23,15,7,Female,1884,152,92,High
23,26,8,Female,2193,159,73,Low
24,10,5,Male,3394,162,52,Medium
43,6,8,Female,3378,186,82,Medium
31,18,3,Female,2279,162,81,Medium
29,24,7,Female,3436,154,97,High
34,22,5,Male,1708,171,56,Medium
30,30,2,Male,2070,157,54,High
44,7,6,Male,2115,173,72,High
24,5,5,Male,1581,184,99,Medium
23,6,7,Male,2111,159,82,High
22,9,4,Female,2850,152,56,Low
41,13,2,Male,2620,182,98,Low
45,20,7,Female,3362,172,99,Medium
40,9,9,Female,1716,175,67,Low
20,27,7,Male,2564,179,74,High
18,26,9,Female,1907,161,76,Low
35,12,8,Male,1976,188,72,Low
18,30,9,Female,3347,166,55,Low
39,9,7,Female,3489,164,75,Medium
27,21,1,Male,2884,162,88,Low
36,25,1,Female,2362,175,69,Medium
33,17,3,Female,2852,164,56,High
35,18,6,Male,2803,171,97,Medium
34,20,5,Male,1823,157,75,High
44,21,5,Male,2626,172,92,Medium
39,26,3,Male,3477,164,80,Medium
39,25,3,Female,2298,166,63,Low
33,8,2,Male,2689,187,94,Low
22,15,3,Female,3223,183,67,Medium
40,30,4,Male,1771,165,67,Medium
27,8,5,Male,2627,174,82,High
20,25,5,Female,3424,189,90,Low
25,23,7,Female,3022,168,80,Medium
31,11,6,Male,1625,164,85,Low
40,20,4,Male,3073,177,81,High
37,26,3,Male,2249,150,51,Low
45,11,5,Female,2007,153,62,Medium
39,17,6,Male,1914,151,55,Low
45,20,6,Male,3149,187,84,High
20,24,6,Female,1699,168,98,Medium
32,18,4,Female,1665,155,65,High
21,8,9,Male,2514,177,98,Medium
28,18,2,Male,2981,157,75,High
21,14,8,Male,3039,168,66,Low
19,16,4,Female,2300,177,66,Medium
25,7,4,Male,2799,182,70,Medium
29,11,8,Female,1661,174,68,High
32,17,4,Male,2560,178,58,Medium
31,20,7,Male,2351,161,59,High
42,5,5,Female,3115,153,52,Low
30,22,5,Female,1976,168,68,High
32,12,10,Female,3488,155,79,Low
34,18,6,Male,3241,172,61,Medium
27,18,6,Male,2835,157,83,Low
36,22,10,Male,2522,165,74,Medium
25,27,9,Male,2390,153,53,Medium
30,19,9,Female,2562,182,67,Low
18,19,2,Female,2147,173,79,Medium
38,6,8,Male,3324,185,69,Low
21,16,10,Female,2440,177,68,Low
19,19,6,Male,2915,178,87,High
24,5,9,Male,3042,171,96,Low
26,9,7,Male,2974,184,82,Low
36,8,5,Male,2096,180,71,Medium
28,6,8,Male,1848,177,57,High
33,11,1,Male,3158,175,56,Low
35,6,4,Female,1937,172,87,High
27,25,3,Female,3207,163,79,Low
42,15,2,Female,3162,188,63,Low
43,20,4,Female,2524,180,54,Low
30,10,7,Male,2787,181,93,High
37,21,4,Male,1510,157,71,High
18,9,9,Male,3207,158,62,Low
18,13,7,Female,2625,157,79,High
39,17,3,Male,1920,182,92,High
25,9,3,Female,3045,177,82,High
36,17,5,Male,3439,184,87,Medium
41,16,5,Male,2277,164,81,Low
30,8,9,Male,2227,183,54,Medium
33,17,8,Male,3188,163,52,Low
27,23,4,Male,2433,162,98,Medium
25,16,2,Male,1935,174,98,Low
22,29,6,Female,2801,150,90,High
24,11,4,Male,2533,163,98,High
28,8,8,Female,3153,179,98,High
44,15,1,Male,1971,161,74,Medium
29,23,8,Male,2631,164,89,Low
29,16,6,Male,2795,161,66,High
24,12,2,Male,2716,156,99,Medium
19,26,3,Female,2031,163,84,High
28,24,7,Male,3107,161,73,Medium
26,11,2,Male,3127,160,72,High
25,6,6,Male,3091,181,82,High
20,10,4,Male,1696,159,75,Low
45,16,6,Female,2326,165,75,Low
24,5,6,Female,2553,172,62,Low
25,14,3,Female,3463,177,85,High
34,15,2,Female,2150,177,56,Low
39,7,7,Female,2949,165,71,Medium
31,25,1,Female,2284,179,75,Low
45,23,9,Female,2399,157,67,Low
30,18,9,Male,3482,151,80,Low
34,18,10,Female,2529,160,62,Medium
28,21,8,Female,2058,161,52,Low
35,20,6,Female,1672,183,60,Medium
39,13,4,Male,2685,159,64,Medium
28,22,7,Male,1645,159,77,Low
25,19,5,Female,2218,176,97,Medium
33,27,8,Female,3205,187,63,High
36,16,9,Female,2580,151,59,Medium
40,19,2,Female,3141,182,99,Medium
36,17,3,Female,3031,170,96,Medium
32,19,8,Female,1963,152,51,Low
38,28,8,Male,2370,177,85,Medium
38,10,7,Male,2055,158,57,High
35,30,3,Male,1545,162,68,Low
22,16,8,Male,1812,169,51,Low
27,26,4,Female,2254,186,74,Medium
38,14,3,Male,2913,168,80,Low
19,20,7,Male,2722,151,61,Medium
19,30,9,Male,2798,150,63,Low
41,6,3,Male,2386,169,53,Low
40,19,4,Male,2931,157,89,Medium
37,23,2,Male,1909,155,100,High
43,23,4,Male,2821,184,72,Medium
30,17,3,Female,1535,158,63,High
18,11,6,Male,2246,172,61,Low
20,30,1,Female,1849,150,57,Medium
38,13,9,Male,2706,169,62,Low
42,13,7,Female,2354,167,60,High
18,29,9,Male,2369,173,59,Low
32,29,10,Female,3340,174,81,Medium
19,9,7,Male,2328,163,90,Medium
23,6,3,Male,1968,180,99,Medium
24,15,3,Female,3047,171,95,High
43,8,7,Female,3152,178,54,High
19,28,9,Female,2706,163,98,Medium
30,18,8,Female,3146,153,65,Medium
37,25,5,Female,2943,154,69,Low
36,12,4,Female,1645,175,52,Low
41,20,9,Female,3361,182,81,High
29,30,4,Female,1686,184,68,Low
30,28,6,Male,2522,154,69,Medium
20,10,1,Male,3459,168,75,Medium
45,24,4,Male,2904,161,98,High
21,29,10,Female,1537,188,63,Medium
25,16,5,Male,2523,173,92,High
18,21,5,Male,2783,152,72,Medium
26,6,7,Male,2511,167,54,Medium
34,9,4,Male,2165,164,55,Medium
21,12,3,Male,1974,163,99,Low
36,21,6,Female,2388,189,58,Low
44,22,4,Male,1600,168,90,Medium
41,19,9,Male,2109,190,64,High
32,16,2,Male,3388,190,76,High
28,16,5,Male,2874,153,52,Medium
25,27,5,Male,2345,188,95,Medium
23,26,3,Female,2498,177,66,Low
34,6,6,Male,2310,161,74,Low
23,27,3,Male,2988,179,89,High
26,18,7,Female,3385,154,99,Medium
21,21,5,Male,3099,174,98,Medium
35,24,7,Female,1759,171,79,Low
32,21,4,Female,2340,167,59,High
35,18,4,Male,3063,187,54,Low
39,26,1,Female,2459,153,70,High
32,29,3,Female,2098,187,86,High
19,11,4,Male,2684,155,79,High
35,19,7,Female,2440,180,88,High
28,15,9,Male,2601,160,91,Medium
33,13,7,Female,2756,160,90,Low
22,30,9,Male,3418,187,89,High
44,6,7,Female,1632,182,60,Medium
29,29,8,Male,2668,169,78,Low
24,20,1,Male,2072,181,86,Low
22,18,5,Female,2553,158,70,Medium
40,23,3,Female,2135,183,82,Low
28,26,10,Male,3231,181,57,Low
27,21,2,Male,2016,167,52,Medium
33,20,6,Male,2660,179,64,Medium
29,12,7,Female,3282,173,71,Medium
33,30,5,Female,2318,153,57,High
33,25,8,Female,1816,165,85,Low
21,15,7,Male,1835,180,63,Low
28,18,7,Female,2522,155,83,Low
27,18,7,Male,1909,158,85,High
24,20,6,Female,1613,175,94,Low
22,14,2,Male,1652,172,58,High
24,26,1,Male,2483,152,88,Medium
28,19,6,Male,1702,170,84,Low
20,8,2,Male,2064,168,67,Medium
42,25,1,Male,2732,182,73,Medium
34,27,6,Male,2718,159,70,Medium
35,9,4,Female,2696,165,85,High
34,26,3,Female,1850,170,88,Low
39,23,6,Male,2273,151,68,High
33,17,9,Male,1570,188,64,High
29,11,2,Female,1874,177,88,Low
19,17,7,Male,1667,154,89,High
24,30,5,Male,3244,186,97,Medium
25,27,2,Female,1501,183,51,High
27,21,9,Male,1580,159,98,Medium
26,7,7,Male,3043,158,100,High
36,24,2,Male,1976,188,90,Low
21,11,3,Male,2418,154,69,Medium
37,18,9,Female,2496,168,95,High
18,24,3,Female,2109,168,89,Medium
33,25,1,Male,2548,186,76,High
36,7,9,Female,2188,183,70,High
36,10,2,Male,2014,181,77,Low
22,23,3,Female,1920,177,67,Low
33,30,6,Male,2284,189,82,Medium
32,29,9,Male,3019,169,50,Low
40,5,1,Male,1839,164,64,Low
39,22,10,Male,3202,171,58,Low
23,16,6,Male,3238,164,76,High
30,10,3,Male,2929,164,96,Medium
32,21,9,Female,2600,175,100,Medium
29,28,1,Female,3249,188,78,Low
23,10,9,Female,2031,155,67,High
22,8,9,Male,3289,171,70,Medium
24,6,3,Female,1790,152,71,High
28,21,4,Female,3466,176,57,Medium
26,7,4,Male,2358,158,96,Medium
21,29,9,Male,3187,175,67,Medium
38,7,7,Male,1767,166,87,Medium
24,16,9,Female,2906,152,61,Low
32,11,9,Male,2382,174,69,High
32,27,6,Male,2661,159,97,Low
39,19,7,Male,2235,170,80,High
30,12,2,Female,1965,160,60,Medium
27,17,10,Female,1589,178,87,Medium
29,27,9,Male,3243,188,83,Medium
20,13,1,Female,2108,164,86,Low
33,29,8,Male,2849,187,56,High
30,23,10,Male,3445,174,74,Medium
36,8,1,Female,2644,189,85,Medium
29,27,5,Male,2135,160,54,High
29,24,8,Female,1691,153,67,High
19,9,8,Female,2640,151,66,Medium
27,6,9,Male,2452,190,66,Low
27,24,8,Female,1954,184,73,High
26,15,2,Male,2236,163,82,Medium
39,25,9,Female,3126,171,67,Low
22,28,6,Female,2324,158,71,High
42,29,6,Male,3419,164,65,Low
22,24,9,Female,3127,156,78,Medium
35,28,4,Female,2767,159,86,High
40,10,3,Male,2203,152,63,High
24,10,8,Male,2489,176,79,Medium
41,17,9,Male,1883,168,80,High
39,7,9,Male,2272,153,60,Medium
22,13,2,Female,2578,165,67,Medium
26,11,5,Male,3204,161,82,Medium
27,8,6,Female,1786,175,56,High
29,13,9,Male,2390,163,64,High
39,28,3,Male,2059,151,77,Low
45,11,1,Female,2407,171,67,High
22,30,2,Female,2771,162,97,Low
35,10,8,Female,2136,189,91,Low
19,18,2,Male,2163,179,68,Low
18,24,4,Female,3374,167,100,High
29,22,10,Male,1936,186,89,High
20,12,5,Female,3001,167,55,Medium
38,23,7,Male,2955,190,60,High
27,28,8,Female,3338,184,77,High
44,15,7,Male,2277,181,56,Medium
27,28,7,Male,3006,160,91,High
28,12,5,Male,3269,184,67,High
25,6,8,Female,1946,155,73,Medium
44,19,9,Male,2324,174,91,Low
27,21,5,Female,2177,158,51,Low
21,14,2,Female,1840,157,54,Low
32,18,6,Male,3114,173,87,High
23,12,2,Female,2208,189,97,Medium
31,25,9,Female,2629,159,50,Medium
31,11,9,Male,3195,153,94,Medium
33,9,9,Female,2445,165,78,Medium
40,24,6,Male,1611,175,64,High
31,19,2,Male,2596,174,81,Low
43,28,9,Male,3387,169,52,High
22,5,6,Male,2232,158,95,Low
44,10,8,Female,2308,162,90,Medium
39,15,4,Female,3374,162,74,Medium
39,7,4,Male,3024,155,83,Low
18,9,6,Male,2785,164,96,Low
24,20,8,Female,1674,174,60,Low
33,23,8,Male,3069,150,98,High
33,30,7,Male,1582,160,93,High
29,29,6,Male,3341,150,96,Medium
40,13,5,Male,1949,187,59,Medium
31,15,6,Female,2025,189,83,High
18,29,9,Female,1900,166,81,Low
25,9,2,Male,1825,168,81,High
31,8,3,Female,3057,170,63,Medium
27,10,5,Male,1959,157,84,Medium
36,22,10,Male,2325,188,70,Low
31,21,8,Male,2764,152,86,Medium
28,17,8,Female,2366,168,74,High
27,20,6,Female,2376,174,87,Medium
39,25,4,Male,2357,177,93,High
41,11,9,Male,2471,179,95,Medium
24,26,7,Male,2276,173,57,High
40,24,8,Male,2948,168,66,Medium
23,27,6,Male,2232,174,67,High
29,7,5,Male,1992,162,94,High
21,22,6,Male,3032,185,54,Medium
18,12,9,Female,3418,170,92,High
23,25,3,Female,2560,186,96,Low
39,29,7,Male,3373,166,65,High
45,21,8,Male,3313,173,77,Medium
27,24,5,Male,2819,181,71,Medium
41,7,7,Female,2017,186,90,Low
33,26,10,Male,3063,153,65,High
18,12,8,Female,2056,166,59,Low
41,14,7,Female,1539,172,87,Low
42,26,5,Male,2029,175,66,Low
31,27,8,Female,1509,176,77,High
20,22,9,Male,2937,178,78,Medium
39,6,8,Female,3452,188,91,Low
27,29,2,Female,3218,162,60,Low
39,16,5,Female,1600,181,71,High
18,22,6,Male,2108,175,91,Low
36,10,8,Male,3350,189,71,Low
24,22,5,Male,3427,170,77,Low
40,11,4,Female,1970,169,86,High
23,25,2,Male,2826,173,81,Medium
36,11,7,Male,2398,161,60,Medium
33,21,9,Male,2717,157,73,Medium
29,21,6,Male,2045,168,58,High
45,14,6,Male,2317,176,95,Medium
45,21,9,Female,3304,186,56,Medium
43,28,2,Female,3408,153,68,High
31,28,10,Female,2622,151,62,Low
34,9,9,Female,3217,177,88,High
34,18,7,Female,3222,180,72,Medium
34,18,5,Male,1997,182,94,Medium
34,21,6,Male,1643,187,80,High
34,22,3,Female,1724,182,57,Medium
41,11,9,Female,3440,183,96,Low
42,26,5,Female,3191,157,77,Medium
36,24,8,Male,2487,160,61,High
26,25,7,Female,1649,180,75,High
32,28,2,Female,3328,154,65,High
21,6,7,Male,2379,154,75,Low
38,18,6,Male,1723,163,88,Medium
44,29,8,Female,2886,164,54,Medium
35,18,4,Male,2378,178,62,High
32,26,5,Male,1888,187,85,Low
19,23,3,Female,2495,178,90,Medium
25,16,2,Male,2565,153,58,High
20,25,5,Male,1944,158,62,Low
42,11,4,Male,1745,164,94,High
36,18,10,Female,1988,157,52,High
40,26,1,Male,3405,180,54,Medium
32,28,9,Male,2554,171,52,Low
28,6,10,Male,2358,161,97,Low
44,28,2,Male,1930,164,58,Medium
45,25,8,Male,1981,163,58,Low
45,30,2,Female,1879,169,61,Low
42,9,3,Female,1505,187,67,Medium
26,25,6,Male,2157,153,76,Low
22,18,3,Female,3313,179,67,Medium
18,20,5,Male,2757,177,69,Medium
23,17,1,Female,1842,166,68,Medium
36,17,2,Female,3271,182,70,Low
22,20,9,Male,1667,159,56,Medium
37,11,8,Male,2104,174,87,Low
44,10,7,Male,1581,166,85,High
22,9,10,Female,3007,170,60,Medium
30,9,4,Female,3493,186,67,High
41,28,9,Female,2923,179,60,High
31,10,4,Male,1718,173,61,Medium
24,7,4,Male,2510,171,92,High
36,12,2,Male,3242,187,94,High
31,23,2,Male,3111,186,69,High
20,12,1,Male,3118,155,92,Low
35,5,2,Male,1660,186,99,High
41,25,10,Female,1864,182,71,High
28,24,3,Female,1686,156,85,High
19,11,7,Female,2670,169,88,High
24,10,6,Female,2354,184,61,Low
40,23,2,Male,1517,159,83,High
33,23,8,Female,2152,172,71,Low
23,21,9,Male,2949,178,94,Low
41,16,5,Female,2998,189,54,High
36,24,3,Female,2573,187,63,Medium
24,13,3,Male,2461,176,81,Medium
28,6,5,Female,1520,176,63,Low
22,28,2,Female,2160,154,78,Medium
25,9,7,Female,2171,168,76,High
32,25,2,Female,2621,159,77,High
44,18,3,Male,3298,183,67,High
44,29,5,Female,2706,156,51,High
29,12,7,Female,1639,183,55,Low
40,24,2,Female,2630,167,98,Medium
35,17,5,Male,1840,178,90,Low
18,9,3,Female,2787,160,73,Medium
24,24,6,Male,3097,152,52,High
33,9,4,Female,2160,180,70,High
29,26,4,Male,2957,172,97,Medium
35,7,6,Female,1793,163,53,Medium
30,25,2,Male,3284,155,84,High
33,6,8,Male,3177,175,98,High
35,26,5,Male,2275,161,71,High
20,25,6,Female,2355,157,86,High
28,19,3,Male,1759,154,86,Medium
31,26,5,Male,3086,188,83,High
19,13,3,Male,1956,188,72,Medium
33,8,2,Male,2472,158,62,Low
28,21,3,Female,1741,179,96,Medium
45,21,4,Male,3158,153,79,Medium
30,20,8,Female,2964,157,80,Low
37,18,4,Female,3110,160,58,Medium
44,15,6,Female,2611,161,73,High
33,11,6,Male,1803,168,62,Low
36,7,2,Female,1627,167,85,High
30,11,6,Male,2485,182,80,Low
29,7,6,Male,2196,181,88,Low
44,22,9,Male,1630,168,63,High
20,29,4,Female,2018,165,100,Low
36,15,9,Male,1650,167,81,High
29,6,10,Male,2649,159,84,Medium
26,13,7,Female,2610,164,70,Medium
29,22,10,Male,3129,175,75,High
20,22,7,Female,2179,181,53,Medium
34,7,3,Female,2491,164,79,Low
30,8,6,Male,1992,157,62,Medium
19,22,8,Female,2995,157,83,High
41,13,1,Male,1841,171,94,Low
21,9,4,Female,2691,176,65,High
44,26,6,Female,2913,182,87,Medium
25,6,6,Male,3289,178,72,High
39,17,2,Male,2680,161,55,High
36,29,3,Male,2352,184,75,Low
28,25,3,Female,2787,189,56,Low
42,27,5,Female,2455,190,93,High
21,29,9,Female,2666,158,90,High
29,28,4,Female,2875,171,78,High
37,23,4,Female,2010,190,63,Low
27,28,8,Male,3471,180,93,Low
24,29,7,Female,1658,159,58,Low
28,9,2,Female,2324,166,82,Medium
25,16,1,Female,3000,176,56,Low
20,6,7,Female,3399,158,76,Medium
41,12,9,Female,1590,156,69,Low
42,9,5,Male,1952,165,72,High
22,16,6,Male,1924,175,94,Low
35,30,4,Male,1714,162,59,Low
40,16,4,Female,1620,157,56,High
41,21,3,Male,3373,159,81,High
31,5,9,Female,3009,187,88,Medium
24,11,7,Female,2285,177,61,Low
27,12,6,Male,2100,180,99,Low
26,28,5,Male,2454,161,84,Low
32,20,5,Female,1734,162,94,Low
41,10,8,Female,1514,179,93,Low
18,24,6,Male,2423,180,65,Low
20,17,6,Female,2376,184,62,Low
40,25,3,Male,2996,177,82,High
18,17,2,Female,2655,160,59,Medium
41,8,9,Male,2391,188,100,Medium
36,23,8,Male,2391,189,89,Low
20,24,7,Female,3392,169,68,Medium
25,29,4,Female,1837,188,77,Low
31,6,9,Female,1501,187,82,Medium
36,20,8,Male,1693,160,77,Medium
32,25,6,Female,2111,189,73,High
41,27,8,Male,2203,158,57,Low
33,19,7,Male,1952,176,71,High
36,6,7,Female,2253,169,57,Low
24,6,5,Male,2946,158,65,Medium
45,17,8,Male,2010,151,77,Low
36,29,7,Male,2155,155,84,Medium
22,6,5,Female,2754,155,79,Low
40,26,10,Female,3388,179,94,Medium
33,25,5,Male,2873,158,70,High
29,25,5,Female,3066,162,60,Medium
18,14,1,Female,2399,188,56,Medium
37,9,10,Male,1916,182,69,Medium
28,9,6,Male,1714,161,59,High
37,20,1,Female,2434,164,73,Low
22,19,8,Female,2914,155,67,High
40,19,6,Female,3442,171,65,Low
23,23,2,Female,2834,166,92,Low
21,14,2,Male,2699,161,79,Medium
40,12,4,Female,2948,182,57,High
44,14,9,Male,2253,152,53,Low
23,14,9,Female,1535,175,64,High
42,23,5,Male,3259,164,52,Medium
22,9,2,Female,2180,177,64,Medium
41,27,5,Male,2217,157,86,Low
34,18,10,Female,2723,169,97,Medium
44,21,3,Female,2615,155,98,Medium
36,6,3,Female,2252,153,60,Low
22,26,3,Female,1749,186,67,Low
37,19,4,Male,2412,158,92,Low
30,11,9,Female,1809,178,60,Medium
34,8,3,Male,3177,160,93,High
39,15,9,Female,2212,182,66,Low
20,14,1,Male,1517,159,77,High
28,29,7,Female,2769,168,65,High
32,18,8,Female,3104,188,67,High
36,22,10,Male,2408,186,65,Low
35,25,9,Male,3166,173,86,Medium
31,6,4,Male,2388,171,90,Low
18,13,5,Female,1856,153,56,High
39,9,1,Female,1569,188,58,Medium
23,11,9,Female,2121,177,100,Medium
39,11,6,Male,2895,177,78,Medium
29,6,4,Male,3377,183,76,Low
21,12,3,Female,1506,175,84,High
30,18,3,Male,2849,176,71,High
30,9,8,Male,1971,152,92,Low
27,27,5,Female,3496,155,75,Low
30,28,6,Male,3319,151,81,Medium
22,16,4,Female,3168,174,61,Medium
33,17,1,Male,3033,177,97,Low
36,28,4,Female,1923,176,86,Medium
25,16,9,Male,2905,166,66,Medium
44,17,7,Male,2075,183,60,Medium
33,22,9,Male,1912,190,54,Medium
25,15,6,Female,2872,156,66,High
21,21,4,Male,2511,178,75,High
31,29,7,Female,3169,179,95,Medium
31,27,3,Male,2177,184,83,High
31,30,9,Female,1749,172,62,High
38,15,5,Female,2916,181,94,Medium
18,28,7,Female,2421,167,60,High
20,25,9,Male,2849,164,74,Medium
39,10,5,Female,3024,180,89,Low
21,6,2,Female,1617,164,99,Medium
39,7,2,Male,1541,159,100,High
18,10,9,Male,2419,180,72,Low
37,20,2,Female,1725,168,69,Medium
39,18,6,Male,2273,163,70,High
42,27,8,Male,2911,173,66,Low
19,28,2,Male,3204,187,80,High
28,6,7,Female,1746,165,65,High
43,24,1,Female,1599,162,65,Medium
42,23,7,Female,1571,171,55,High
44,10,3,Female,2146,154,58,Medium
35,13,1,Male,2522,179,96,Medium
34,7,7,Female,3487,174,83,Medium
24,20,4,Male,1628,189,57,Low
43,30,9,Male,2476,184,80,High
22,29,9,Male,3332,167,85,High
38,18,10,Female,2522,173,75,Low
41,9,5,Female,2089,183,63,Low
27,6,8,Female,1534,170,64,High
45,22,5,Male,2741,152,77,High
42,24,1,Male,1698,150,83,Medium
24,29,1,Female,2525,178,55,High
29,20,9,Female,3439,158,99,Medium
33,23,5,Female,2228,185,56,Low
31,12,10,Female,1778,159,56,High
26,14,10,Male,1615,188,95,High
32,17,2,Male,2350,179,75,Low
37,22,5,Female,1667,169,64,Low
38,25,5,Female,3144,157,80,High
31,11,2,Male,1630,177,72,High
42,9,6,Female,2490,175,53,Medium
38,19,7,Male,3295,162,58,Low
39,27,5,Male,2185,186,89,Medium
34,17,9,Male,1915,188,76,High
36,29,2,Male,2780,187,67,Medium
37,13,7,Female,2781,151,98,Medium
33,10,10,Female,3374,166,58,High
20,6,5,Male,2604,157,86,High
21,10,6,Female,2618,184,56,High
38,20,4,Female,2409,160,76,Low
42,19,2,Male,3253,152,72,Medium
43,15,9,Female,2904,189,94,High
23,18,6,Female,2419,186,64,Medium
43,17,9,Male,2674,171,61,Medium
26,16,4,Female,1707,177,88,High
30,9,2,Female,3192,163,91,High
38,27,8,Female,3354,169,75,Medium
34,23,10,Male,2027,153,90,Low
23,18,9,Male,2822,167,67,Medium
32,8,8,Male,1681,156,55,Low
24,27,6,Female,1503,175,97,Low
34,25,9,Female,3272,167,85,High
41,10,7,Female,1940,169,81,Medium
38,8,3,Female,2087,186,94,High
28,17,9,Female,2794,155,94,High
31,11,7,Female,2039,170,66,Medium
19,11,8,Female,2685,179,91,Medium
27,20,8,Female,2150,160,56,Medium
44,19,10,Male,2979,159,97,High
41,6,8,Male,1798,165,76,Medium
22,10,2,Female,2955,172,88,Medium
19,28,3,Male,2260,158,73,High
22,26,4,Male,1651,157,86,High
35,26,6,Female,2705,180,73,Low
28,20,3,Female,3100,181,58,High
30,12,8,Male,1889,151,85,Low
37,29,5,Male,2251,181,52,High
39,9,6,Female,2216,157,93,Medium
32,21,5,Female,3030,188,97,High
23,19,9,Male,1528,180,73,Low
37,29,6,Female,1951,175,88,Low
27,28,3,Male,3224,173,80,Medium
28,24,8,Female,1979,159,64,High
33,26,1,Male,1644,168,100,Low
24,8,2,Female,3018,178,79,Medium
42,16,7,Female,3385,171,74,Low
18,13,9,Female,2309,160,59,Medium
45,21,5,Female,2801,168,83,High
33,22,4,Female,1685,185,53,Low
22,27,4,Male,2851,167,58,Low
21,17,3,Male,2337,187,54,Low
41,8,4,Male,2737,159,84,Medium
26,17,7,Male,2196,156,91,Medium
39,8,5,Male,3008,160,64,High
35,25,2,Male,1621,186,91,Medium
38,12,6,Female,2402,153,96,Low
34,26,3,Female,3159,163,57,Low
34,8,2,Male,3421,169,66,High
31,9,3,Female,1856,154,82,Low
31,22,6,Male,1798,158,52,Medium
31,17,4,Female,3266,176,76,Low
34,25,2,Male,2076,190,75,Medium
28,18,6,Male,2395,181,83,High
27,21,4,Female,1556,159,85,Medium
33,9,8,Male,1631,178,69,High
30,11,9,Female,3182,176,66,High
28,29,1,Female,2873,172,79,Low
25,12,9,Female,1583,153,65,Low
21,7,2,Female,2981,161,59,High
39,18,8,Female,2899,173,54,Low
36,28,1,Female,3152,152,75,High
24,17,4,Female,3356,176,87,Medium
32,15,2,Male,3106,161,93,Medium
23,8,7,Female,3086,165,53,High
31,15,9,Male,2274,170,99,Medium
26,19,3,Male,2815,187,58,Low
22,30,3,Male,1822,164,66,High
41,5,7,Female,2220,176,99,Low
39,7,7,Male,2916,186,53,Medium
30,18,6,Male,2775,180,98,Medium
21,25,8,Female,1818,156,64,Medium
35,24,6,Female,2435,174,51,Medium
20,23,9,Male,3141,172,81,Low
45,26,7,Male,1771,175,64,Low
20,13,3,Female,3167,167,92,Low
20,30,6,Female,2661,151,59,Medium
30,17,2,Male,2763,166,65,High
44,27,7,Female,2064,168,98,Medium
24,24,6,Male,2379,170,98,Medium
35,18,4,Male,3192,172,98,Medium
34,25,3,Male,2988,151,63,Low
27,7,9,Female,3185,186,89,Low
44,11,4,Female,3296,151,75,Medium
36,7,6,Female,2595,184,100,High
30,8,3,Female,2488,169,75,Low
39,6,9,Male,2006,169,72,Low
23,7,7,Male,3063,153,51,High
39,10,2,Female,2391,157,94,Low
32,21,8,Female,2730,174,96,Low
35,23,9,Female,3074,171,87,High
24,29,2,Female,3231,166,92,Medium
20,18,8,Female,2145,171,84,Low
26,11,5,Male,3378,172,73,Low
37,14,3,Male,2536,172,82,Low
18,28,4,Male,2524,180,64,Low
19,7,6,Male,2727,162,78,High
45,12,6,Female,2225,176,95,Low
26,21,9,Male,2797,172,51,Low
33,22,1,Female,2318,167,83,Low
21,5,4,Female,2018,183,63,Low
44,20,4,Female,2557,151,64,High
35,17,6,Female,2851,154,98,Low
20,25,8,Female,3214,170,89,Medium
28,30,7,Male,2003,166,71,Medium
38,8,6,Male,1688,162,83,High
18,5,3,Female,1620,151,67,Low
32,11,2,Female,3340,157,78,High
27,20,6,Male,3374,168,67,Low
45,10,9,Female,1753,158,89,Low
43,27,5,Female,1709,151,77,Medium
40,19,8,Male,2805,188,74,Low
37,25,9,Male,2700,186,64,High
24,6,5,Female,1973,189,69,Medium
18,12,10,Female,3408,179,51,Medium
38,15,3,Male,2020,164,98,High
40,17,7,Male,1988,168,84,Medium
33,14,8,Male,2258,166,57,High
38,25,3,Male,2140,153,100,High
25,8,7,Male,1901,182,59,High
26,10,4,Female,2405,163,88,Low
26,24,9,Male,2691,179,54,Medium
30,17,7,Female,2937,184,63,Low
40,21,3,Female,2868,176,77,Medium
45,5,4,Male,3207,184,56,Medium
21,11,7,Male,2297,176,62,Medium
31,16,6,Female,2864,154,73,Medium
20,16,6,Male,1557,157,66,Low
25,18,8,Female,2075,178,99,High
39,7,7,Female,3360,158,51,Low
31,17,4,Female,2018,152,65,Medium
33,21,5,Male,2909,168,72,High
35,25,6,Female,2030,153,100,Medium
41,15,9,Female,2863,190,70,Low
44,10,3,Female,2610,155,74,Medium
38,8,8,Male,2578,182,99,Low
29,21,6,Female,2541,163,76,Medium
34,17,2,Female,2740,183,58,Low
34,7,10,Female,2731,165,76,High
25,6,9,Male,2067,184,88,High
23,9,9,Female,2407,151,57,High
37,25,2,Female,3087,181,71,Low
22,29,3,Female,3172,170,60,Low
30,5,1,Female,1906,155,77,Low
45,29,4,Female,2366,152,82,Low
43,28,6,Female,1612,180,69,Medium
29,28,2,Male,1898,185,75,Medium
31,14,9,Female,3496,183,82,Medium
24,16,1,Male,1640,171,89,High
22,9,7,Male,1696,159,85,Medium
21,13,2,Female,2665,169,81,High
18,26,2,Female,2941,176,57,High
21,9,4,Male,3476,168,72,High
45,10,7,Female,2924,169,83,Medium
28,26,10,Female,2912,190,85,High
20,10,9,Male,1936,177,55,Low
36,7,3,Female,1945,153,76,Low
37,12,1,Female,1949,160,53,Medium
18,23,9,Male,3390,179,88,Low
30,16,2,Male,2523,182,66,Medium
